Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,306.268703808998,418.068968311378,861.758444349051,883.105000541313,981.839879150399,1118.8536634927,1248.45339778371,1401.62062821515,1563.91369862485,1698.35039428122,1855.73982408046,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,7711.2067988566,11268.2540559453,16458.3532105715,16249.5593937258,16451.1635759912,16489.0722373387,16525.0732500596,16900.166552366,17391.4258663397,17745.1934649963,18148.2449264001,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,2124.84051428011,1276.2880341,6519.23019498892,6940.15925359735,7978.87261471076,8318.51268992675,5949.10630699748,5022.62664330491,5761.74712023007,6330.0752464187,6663.29529282582,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,20600.3752789827,23041.5347290428,47348.5250202016,44673.1158755901,46744.6625441516,47700.5403601178,40991.8081381432,41984.1030335609,44192.6230270333,47583.0749405066,46420.6637668061,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,2197.18502331181,3364.33293572974,4423.48979672175,4505.62130177515,4568.50295763852,4705.60268956266,4775.95564827821,4818.40390879479,4887.5772083381,4884.7341615523,4815.1637107951,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,393.686214423531,511.40022696311,1130.27313181143,1145.14081099947,1251.21051783537,1291.40980818577,1076.79771601166,1087.28783152256,1136.59284704681,1240.82946441954,1219.43267185875,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,26841.5197383946,56284.1686478094,97774.1620717428,98431.8651810241,99471.6388978631,98467.683993982,102005.62564189,106885.878489327,111820.581466347,113021.417396746,117089.286273037,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,564.77960950252,718.187830716068,2563.2575266012,2538.94590031276,2472.71430857435,2652.21458893197,2752.66420790266,2930.56298891838,3286.57470287488,3243.48603638229,3316.17571350084,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,709.05967248876,997.582459886835,2346.33715481293,2609.88081366788,2908.20009458765,3081.87882321413,3035.97221350817,3076.65894989886,3351.1240444427,3548.59015508448,3552.0687602631,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,..,1467.77647716048,5092.55194328895,4778.63608845506,5131.39450642932,5329.63504488766,4727.27771157479,4994.68314045091,5394.59122017677,6072.18462285304,6108.51069581338,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,2945.83203953801,3522.30867806396,7617.32515952037,7050.57347186681,7224.96528118842,7780.65338385068,6799.87017783413,7243.87025286676,7893.23253363666,8279.60173877574,7961.32518123885,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,3100.28046842987,3749.75324996168,13245.6124995448,12370.0242007149,12300.3248822758,12112.5882059697,8814.00098681261,8710.09668954121,9925.38623770041,9001.23424863499,8717.18627810819,..
GDP per capita (current US$),NY.GDP.PCAP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,13607.5220957631,18012.5562597047,47055.8411171808,47740.5149036597,44740.085018517,41726.7839720342,31164.5620291141,27157.8234104784,28572.1467776509,31628.3287914349,31086.7511188028,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,2366.52982128614,1621.24296080247,7809.42506245471,7395.84980340721,7655.12970759319,7876.86646539994,7055.93567291245,7548.85500737534,8334.08172775332,9427.73043039881,9828.14851478139,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,351.979322852536,254.71752910271,751.172957247699,758.000701423857,787.47017629755,792.846778432074,653.32697954543,688.249662758849,734.994429826895,813.096848960038,786.895631290168,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,208.146755438253,136.46397080034,249.577979366801,252.358979858344,256.976002796754,274.857947913846,305.549772797441,282.193130404814,292.997630684415,271.752044376648,261.247472515742,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,908.0961895607,1259.32365602588,3740.38909850629,3447.5240412173,3615.97904131099,3588.6740539538,3043.01398430098,3130.96338552381,3292.64575457372,3617.32748873182,3603.78179304514,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,..,302.577163565133,882.275492640073,950.880345993697,1013.4204006154,1093.49619050796,1162.90491997151,1269.59125737542,1385.2599796333,1512.12670972847,1643.12138876539,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,946.646413060374,649.991845405048,1405.09439231907,1354.54561274707,1465.63884316769,1542.62026621531,1327.50301711492,1364.33011041997,1425.10781805334,1534.49370193468,1507.45020591288,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,21448.3619600057,24190.2496150045,52087.446383568,52678.3901234772,52652.5936828278,50893.4467137547,43585.5119817751,42322.4847803038,45148.5527061655,46313.1713712961,46194.7252255167,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,..,..,72328.4126065949,72783.3197854203,73515.8962851792,74990.4327442868,76280.4866192809,78465.3573282461,81302.122965073,85975.0247395242,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,513.305284957779,251.206877406698,551.750096552583,565.800696971217,380.298167643018,424.448751343631,377.423001679447,402.191290596004,450.900244979058,475.953609871945,467.907440636335,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,291.553259539311,165.762986567833,984.735891490329,967.352797482929,979.812409638156,1020.28820350586,776.019532308037,693.449386475774,665.94835269506,726.149881109447,709.540310138533,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,..,43381.6578397785,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,2494.52566886254,5074.90162375009,14637.2402355403,15351.5513257697,15842.9408052125,14670.996760602,13574.171830724,13753.5944374598,14999.3700885512,15924.7942393064,14896.4538665789,..
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,317.884673040928,959.372483639691,5618.13226711952,6316.91831760216,7050.64627124287,7678.59948587483,8066.94263493557,8147.93770548839,8879.43866711346,9976.67713725865,10261.6792453621,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,1445.32863023383,2520.48108876016,7335.16693447605,8050.2553716705,8218.34784431477,8114.3439208516,6175.87602970259,5870.77795724164,6376.70671552601,6716.91159778134,6428.67620562768,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,1043.8008030813,645.818690802056,1447.96358713476,1403.34861983706,1505.34947313614,1513.8303792438,1242.6031895579,1273.05895265459,1323.81158996501,1415.95531263535,1370.14820676715,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,270.13054337708,405.21625299166,387.082465361488,424.600386118518,457.96372825635,486.787081921552,497.316960805476,471.318840409572,467.07423746489,557.064418324276,580.716867207745,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,1187.55128407722,1029.57703685039,3562.21618796922,3922.86826723867,3884.84751250446,3754.1954669562,2461.49416964392,2074.97015928544,2191.22043789319,2577.70170504152,2279.96913053355,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,1831.00191180894,3772.87001153149,9121.93251763187,9913.20995852366,10490.0813312933,10547.1518593556,11299.1355423011,11666.4559107759,11814.6265687665,12112.1344206452,12243.8114267607,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,905.321715851216,651.305906791064,1208.58302649782,1243.2734867584,1415.87175770634,1561.46365461434,1972.54610769746,2013.38246179891,2111.02707557541,2314.05068144953,2276.33327906444,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,..,4841.58673269484,14609.5243524166,13258.3598451041,13674.4178049999,13599.4097770608,11781.7347932429,12361.4838303671,13451.6249479152,15014.0850191716,14936.100547343,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2703.16803909913,2747.09857519438,6139.71932965905,6497.32111313561,6837.71289192677,7133.34209494342,7694.0119195241,8060.79588647979,8541.2106734664,8821.81889125004,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,..,..,20146.3864122001,20587.397358013,20462.7179539813,20258.0096948833,19951.3279030441,19555.3658492891,19457.5315232205,19573.892645136,19689.13982339,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,9641.57527301293,14388.3480609917,32396.3857437121,28912.1569390403,27729.1926990735,27129.6261211298,23333.7149112129,24532.5190588269,26338.6943443136,28689.7067225792,27858.3709958327,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Czech Republic,CZE,3941.50309406941,6029.03819275358,21871.2660754128,19870.8012123403,20133.1691431353,19890.9199056648,17829.6983223668,18575.2320271915,20636.199952435,23415.8436273041,23494.5962002944,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,26891.4464489571,30743.5476816354,61753.647131977,58507.5080517852,61191.1937042028,62548.9847332908,53254.8563700916,54663.9983719195,57610.0981801136,61598.5367043936,60170.3426365069,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,766.1409545474,768.17607674712,1451.54297984389,1559.24065068226,2312.72880330353,2464.32784119361,2658.97875260181,2802.19705115707,2914.38385631251,3141.88921873893,3414.92486968779,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,2860.4315596643,4787.78017069474,7065.06184677542,6848.3942266793,7016.67647144723,7318.10378289945,7596.43506226258,8080.96862341186,7274.72133332919,7693.87887014414,8110.56851191655,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,991.614424124905,2869.1058607235,5913.43207211309,6110.36965236196,6238.13360825277,6608.82810180769,6921.51722848184,7280.88010923336,7609.33879952227,8050.63044036673,8282.11635935324,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,1489.52950926574,1445.27932442901,5200.55579014874,5682.04500655353,6056.3308269681,6377.09153014217,6124.49164262072,6060.09332904416,6213.50127649921,6295.93539868079,6183.82382482173,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,765.642046377923,1450.47624243298,2791.81079895568,3229.6856303038,3262.65802934248,3379.55850951075,3562.93273506849,3519.87320254259,2444.29031115094,2537.1253654904,3019.20582861756,..
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,914.130927454167,2001.53800924467,3266.01206202074,3428.4071797616,3509.53149262616,3589.04219262897,3705.57794598177,3805.99366628473,3910.25719295906,4067.65944881154,4187.2500311069,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,267.468072913182,1725.55473767524,21641.8705192127,21711.1532298542,20390.7193153023,19394.0299929972,11283.46560612,9250.33195308226,9667.91225173046,10144.1958108456,8131.92388810912,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,..,308.13378356477,642.507659063694,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,..,4075.97063851071,17621.5479628944,17534.421349913,19174.1003261509,20367.103161316,17522.230186252,18437.2528207173,20458.4607286705,23170.7073775514,23723.306112848,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,1355.39394489604,1728.70533953017,4496.60037883323,4527.66898764161,4230.3440556779,4038.55722839918,3679.79979948884,3425.55950940688,3914.61325245175,4106.1971526456,3894.67980685427,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,254.243256893683,124.460800271762,354.479575841347,467.077927241718,499.531572059907,566.926466461984,640.541891313682,717.124592933285,768.522307579386,771.523813864476,855.760862280838,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,..,22653.3160466352,52083.8891448364,49459.7172338372,54853.6255967876,59440.0307606004,52404.6593331379,56854.102653706,60108.4666887359,64269.7042541028,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,1835.12809591767,2076.56878431649,4371.45751012411,4591.55578402956,4840.69371615802,5605.5703563549,5390.74525792812,5651.31805482702,6101.03083866498,6317.4878527697,6175.88872032104,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,28364.6450765922,24285.4668205162,51081.9976703127,47710.7902169415,49878.0432444536,50260.2998588958,42784.6983616432,43784.2839622098,46336.6632530127,50030.8773106501,48782.7884755091,..
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,21793.8426479832,22364.0293943406,43790.7320482019,40874.7035053457,42592.9340943342,43011.2631028417,36638.184929157,37037.3741861219,38812.1610341682,41631.0907389044,40493.9285720456,..
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,15913.5904795552,14323.820820245,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,6268.95101975453,4125.71666351713,10809.6464505909,9813.4777028244,9683.57629028674,9663.42923977641,7384.71587003183,6984.45101873395,7230.39639268426,7956.62781558686,7767.01340440788,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,331.818434756804,594.151642988667,762.761054131159,742.781137796627,700.514971960668,607.428404115004,660.723571244322,690.778886042938,679.756913965828,732.717513775219,777.811932084008,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,1614.6401223992,749.908523611591,4021.74330617286,4421.81824228013,4623.74572473419,4739.18833846421,4014.18594419329,4062.16988757379,4357.00093554628,4722.78778321766,4697.7045759469,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,22303.9613266628,23635.9292203977,46644.776027968,43858.3630551076,46285.7640688407,47959.9932737599,41086.7296737253,42107.5172703074,44552.8193719078,47810.5076706348,46445.2491012508,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,398.637000137952,258.47095948786,1549.46290192946,1587.56123719997,2345.39290574885,1971.03334675411,1743.8509964087,1931.38947036943,2025.93242386751,2202.31216442504,2202.11556738065,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,9600.18523506603,12042.9537140472,25916.2934913805,22242.681946404,21874.8194678407,21760.9797507704,18167.7737271656,18116.4596531285,18930.2186276597,20324.3049917812,19582.5359794936,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,18326.8051234609,19004.1072910304,47186.9814680048,45936.7659516989,47535.5899453685,50484.9275739023,44536.4013080999,48181.874188064,50321.3687543442,54470.9563864255,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,2886.90829497216,5057.17396526767,7291.05889664338,7444.5047675973,7789.77638079977,8369.88675513221,9096.87064595412,9628.34748662013,10152.8328118872,10485.9071571796,10808.6721222084,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,..,..,30859.4043533803,32494.5623640591,33265.3811866066,34394.0974809957,35278.9259389693,35562.8379083283,35615.8046274371,35712.5621350321,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,845.306962105181,1664.29895827045,3281.66750176033,3408.78491640236,3522.77369775434,3779.64231923143,3994.63691288475,4173.30166619474,4451.45098144235,4472.89237082577,4619.98525821971,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,419.788629838451,363.482478999068,651.135363533047,717.050737885584,769.003943268326,787.238070219971,769.256013746016,732.291075213299,855.573639877367,878.599613250501,962.839908587779,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,250.150467936055,308.144119293709,703.663718670535,616.376432113543,634.662809239796,623.310881630911,603.401118246693,661.456725387231,738.549944890782,778.349910210043,697.294926856786,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,533.536205388525,954.404152491261,4908.57354176392,5378.7336439658,5489.11384076143,5407.08996283231,5576.83333734239,5811.3753219117,6124.92996724861,6145.8424106799,6609.58642503371,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,439.944062994775,811.533974153575,1287.95405805707,1337.33543100854,1393.95595098815,1402.1001557234,1389.11951950807,1265.98763288491,1294.23974604323,1435.35175551073,1272.4909246734,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,993.483052704469,1080.46212866245,2088.31530028695,2144.3426111782,2102.59316626494,2206.05193412773,2302.20137936204,2342.58465119568,2453.72789597457,2505.7767518956,2574.91219067443,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,13485.5448929565,25756.6637783278,35142.4879344543,36730.8767001128,38403.7777145477,40315.2855640552,42431.8882817277,43731.1068245299,46165.8565115953,48543.4009905733,48713.4737481561,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,..,4624.28165670295,14216.1656114334,12950.6865153085,13687.5140593304,14267.0121547683,12706.8912148924,13090.5067287853,14605.8543453283,16410.1872639683,16731.8215139051,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,25423.0719923822,32018.0636995267,47516.874691306,45910.0205425261,49522.236577279,54241.9346445558,52564.4291794558,61466.8039542895,71310.9392562342,72968.7042280499,66944.8330769825,..
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,367.556609311203,443.31419339174,1458.10352686177,1443.87952939042,1449.6059123387,1573.88149211052,1605.60543355488,1732.56426178428,1981.6510498992,2005.86300452403,2099.59904810855,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,585.076549951004,780.190200986579,3643.04393616102,3694.34894603237,3623.91158235134,3491.62479085767,3331.69512758628,3562.84575641971,3837.65173121117,3893.84642475571,4135.56926281554,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,2214.32749205514,1670.00946997849,7781.40611374433,7927.84690171722,6018.32447332471,5585.52675758303,4904.32687747976,5253.42490964182,5520.31047120905,5550.06095701484,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,10326.9216621259,..,6036.39624251303,6829.96395380594,7076.87717988865,6818.80462127833,4989.80307473071,4777.19761871776,5205.28825476591,5834.16621065352,5955.10901036816,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,14048.106278995,26241.3646146973,51848.9096998104,48917.8976130459,51590.1885889392,55492.982562275,61995.4228025802,63197.0823976808,69822.3470849141,78621.2279310086,78660.9564629603,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,..,20322.9461485526,77351.9588821432,79149.2685517302,83366.066358181,92334.6463139171,85124.9249839193,82206.0089984701,83489.8170360741,89108.4281417659,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,12707.5417657745,21043.5749244436,33669.246476486,32511.2378524925,36309.4688325612,37678.8897709163,35776.7951618068,37321.6240397313,40541.8620938968,41719.7254385703,43592.0835823234,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,20825.7842228307,20087.5919858794,38599.0622070322,35053.5262442572,35549.9746972954,35518.4152916749,30230.2263021296,30939.7142462298,32406.7203150134,34615.7568910987,33228.2366803707,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,1897.68696278779,3384.69486090546,5111.471413428,5209.85193130013,4989.17139091154,4833.79031821405,4907.50371974316,4843.33847410864,5069.18383810726,5354.2368587703,5582.26377755211,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,25359.34702031,38532.0408752935,48167.9972684965,48603.4766497749,40454.4474578903,38109.4121125573,34524.4698609337,38761.8181501925,38386.5111457057,39159.4235633952,40246.8801284164,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,1166.61027609729,1651.62244254198,3852.75276709995,3909.90756873124,4043.7490382702,4130.87905539962,4164.1078763551,4176.58891025118,4234.40313273963,4312.18011672108,4405.48841230824,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,1647.46323090376,1229.00095844501,11634.0019047654,12386.7000029472,13890.6317716835,12807.2606866152,10510.7718884149,7714.84184376024,9247.58133129626,9812.60140498928,9812.39037613835,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,361.328188915652,397.482658777519,971.63332904823,1136.87140571776,1210.38801408195,1315.80453537238,1336.88334885603,1410.52756809011,1572.33549593781,1707.98680529003,1816.5469164389,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,549.855506598051,796.888174759841,1735.01835782836,1788.50542068887,1715.76533141614,1642.76259749601,1542.5752495838,1584.80744578963,1640.50010436018,1698.25628626739,1655.07883905984,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,6610.0365083067,12256.9935679503,25096.2638838239,25466.7605170594,27182.7343101936,29249.5752209742,28732.2310762599,29288.8704389833,31616.8434004683,33422.9442100836,31846.2182324258,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,..,1087.76240120887,3741.87505207304,3596.80465465781,3891.26636343866,4080.33071724595,3603.02550073134,3780.00368867233,4045.61420880757,4419.91432698449,4417.5240622333,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,8794.63122894273,18440.3785212446,48631.691300679,51979.1051680637,49388.1374119381,44062.3170375209,29869.5293908248,27653.0667677649,29759.4364865575,33994.3819171507,32000.4484691578,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,609.172891237019,279.619569260939,1123.8831680627,1177.97473487848,1282.43716202467,1279.76978265986,1121.08283510739,1120.66651300848,1242.76964282023,1308.14016549619,1309.39299165512,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,203.255969785383,325.186998225846,1378.36136494331,1581.39540349425,1825.66511330676,1998.33521471699,2134.71179567796,2308.80048220079,2423.8462031921,2542.4865281792,2534.89827991125,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,..,3357.58643573855,13895.1625650739,13926.3473076523,15120.7818885797,15713.536972819,13774.6052739114,14315.7928949778,15682.2214493267,17858.2799784486,17828.8946571856,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,1012.64388071035,4491.63725889302,7674.83535037848,7950.69537825963,7931.08047584526,7686.25602996455,7644.54865718212,7629.89111711952,7801.17865807555,8024.80327081387,7583.69472170648,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,350.06083916752,436.488351988266,1308.6900692942,1253.69620403793,1193.71325496081,1223.33303363988,1152.13982883937,1043.56979064916,1150.07917350089,1221.88376322756,1118.13128380194,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,..,306.832894733147,596.897081053795,657.936256349955,721.930055405248,721.182794835652,710.383857717515,714.623392230031,698.70176435511,677.322178545364,621.892953622715,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,6514.32150398511,7142.77445181509,5554.1791642315,13025.2813934413,10363.7894894551,6466.91027014384,4337.91913919348,4035.1943155047,5756.69844996569,7877.12225061884,7685.94926653003,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,49375.3252826544,74853.938729354,158156.599825792,149010.224898665,173058.317372602,178845.631017897,167290.939983907,165629.190482925,173356.051288416,181402.83002981,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,..,3293.22997867086,14392.5342563325,14373.060522928,15726.626829911,16564.9565494076,14258.2293345128,14998.1250595137,16885.4073948373,19176.1765182085,19601.8908343885,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,34645.1432443401,48735.995492187,115761.507705096,106749.013622989,113625.13289956,118823.648368575,101376.496574339,104278.390971905,107627.151006695,116654.26106674,114704.594170863,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,9368.36863824419,15710.0869270706,66644.3853449773,76291.8474900231,89287.4540184115,93777.1067959425,75340.9869811152,74061.0860345658,81516.6749248075,87208.535912643,84096.3963112065,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,338.948121795874,293.607157402594,531.265571840383,518.15295430212,541.066199955123,530.861345678745,467.235399432808,475.955417183065,515.29272487784,527.501326141803,523.359064460847,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,199.986342315353,156.385718599912,534.951264721663,391.561832360636,348.430269640572,371.269749625713,380.597033140938,315.777326372575,356.717573153369,381.258987601084,411.552340423602,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,2441.74199054895,4043.66205143391,10399.372753345,10817.4428742856,10970.1232849014,11319.0797572756,9955.24370828938,9817.73845699838,10259.1817806895,11377.4550023015,11414.2069765208,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,963.841785800205,2234.57986558466,7291.42764039704,7265.61365556669,7928.45736514824,8499.36575571782,9033.43986680388,9209.24472691509,9577.62519371477,10276.9328152389,10626.513402239,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,317.389306906928,269.871137691703,837.603440597371,778.619285773713,805.032838240856,848.274053713997,751.474788898858,780.718598502648,830.018367429228,894.802186858006,879.008010446655,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,7191.92360259617,10432.328062168,23155.5547679706,22527.636864634,24771.0766800739,26754.2685892123,24921.6035735846,25617.8269140977,28091.8616473935,30437.2215058962,29820.6032474099,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,1660.12988936134,2272.72279471164,3083.83187985353,3224.33838179029,3296.69816291405,3230.02326028787,3213.83728825363,3473.77500649519,3666.69537359193,3788.16359372058,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,740.736535389412,676.567658401327,1879.77142715638,1815.21942921145,1892.09548717758,1677.10816613189,1524.07288252212,1536.85414964338,1578.11417355949,1600.87646860561,1679.44487300408,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,2506.17931226708,3929.07549503364,9197.02697152061,9291.22761861899,9637.00265000958,10153.9382184867,9260.44730250635,9681.61856689674,10484.9083620411,11208.3438184474,11099.2402835688,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,3112.26870598472,7157.81449985734,10203.4208543113,10241.7279153745,10725.1833166036,10928.9168262489,9616.64500568952,8744.51577183222,9287.84973619382,9686.51378326598,9946.03382879198,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,1528.54072128015,2171.95024301223,3009.19864668922,3131.38671463839,2994.67930442007,2971.45729017367,2906.37678497635,3014.70035839042,3289.70114571277,3568.291015625,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,..,440.672030653269,2942.25594861529,3045.73987422417,3322.0384362615,3328.80144892125,2732.45711293733,2880.43928129296,3509.69345025814,4233.74343674119,4503.51698538847,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,84289.5595438943,82367.9912769359,169020.88783177,157515.899069445,177664.115616089,189422.21876884,166011.50913116,170028.655717864,167517.059727856,185829.017960407,..,..
